Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,Quarter,Year
1,1539483.7,0,62.25,3.3080000000000003,218.2205088,7.8660000000000005,11,4,2011
1,2033320.66,1,60.14,3.236,218.4676211,7.8660000000000005,11,4,2011
1,1584083.95,0,48.91,3.1719999999999997,218.7147333,7.8660000000000005,2,1,2011
1,1799682.38,0,43.93,3.158,218.96184559999998,7.8660000000000005,9,3,2011
1,1881176.67,0,51.63,3.159,219.17945330000003,7.8660000000000005,12,4,2011
1,2270188.99,0,47.96,3.112,219.3577216,7.8660000000000005,12,4,2011
1,1497462.72,1,44.55,3.1289999999999996,219.5359898,7.8660000000000005,12,4,2011
1,1550369.92,0,49.01,3.157,219.71425809999997,7.348,6,2,2012
1,1459601.17,0,48.53,3.261,219.89252630000001,7.348,1,1,2012
1,1394393.84,0,54.11,3.2680000000000002,219.98568930000002,7.348,1,1,2012
1,1319325.59,0,54.26,3.29,220.0788523,7.348,1,1,2012
1,1636339.65,0,56.55,3.36,220.1720153,7.348,3,1,2012
1,1802477.43,1,48.02,3.409,220.26517830000003,7.348,10,4,2012
1,1819870.0,0,45.32,3.51,220.42575860000002,7.348,2,1,2012
1,1539387.83,0,57.25,3.555,220.636902,7.348,2,1,2012
1,1688420.76,0,60.96,3.63,220.8480454,7.348,2,1,2012
1,1675431.16,0,58.76,3.6689999999999996,221.05918870000002,7.348,9,3,2012
1,1677472.78,0,64.74,3.734,221.21181319999997,7.348,3,1,2012
1,1511068.07,0,65.93,3.787,221.2864126,7.348,3,1,2012
1,1649604.63,0,67.61,3.845,221.3610119,7.348,3,1,2012
1,1899676.88,0,70.43,3.891,221.43561119999998,7.143,6,2,2012
1,1621031.7,0,69.07,3.891,221.5102105,7.143,4,2,2012
1,1521577.87,0,66.76,3.877,221.56407369999997,7.143,4,2,2012
1,1468928.37,0,67.23,3.8139999999999996,221.61793680000002,7.143,4,2,2012
1,1684519.99,0,75.55,3.7489999999999997,221.6718,7.143,4,2,2012
1,1611096.05,0,73.77,3.688,221.72566319999999,7.143,11,4,2012
1,1595901.87,0,70.33,3.63,221.74267400000002,7.143,5,2,2012
1,1555444.55,0,77.22,3.5610000000000004,221.744944,7.143,5,2,2012
1,1624477.58,0,77.95,3.5010000000000003,221.7472139,7.143,1,1,2012
1,1697230.96,0,78.3,3.452,221.7494839,7.143,8,3,2012
1,1630607.0,0,79.35,3.3930000000000002,221.76264210000002,7.143,6,2,2012
1,1527845.81,0,78.39,3.346,221.80302110000002,7.143,6,2,2012
1,1540421.49,0,84.88,3.286,221.8434,7.143,6,2,2012
1,1769854.16,0,81.57,3.227,221.88377889999998,6.9079999999999995,6,2,2012
1,1527014.04,0,77.12,3.2560000000000002,221.92415789999998,6.9079999999999995,7,3,2012
1,1497954.76,0,80.42,3.3110000000000004,221.9327267,6.9079999999999995,7,3,2012
1,1439123.71,0,82.66,3.407,221.9412954,6.9079999999999995,7,3,2012
1,1631135.79,0,86.11,3.417,221.9498642,6.9079999999999995,3,1,2012
1,1592409.97,0,85.05,3.4939999999999998,221.9584329,6.9079999999999995,10,4,2012
1,1597868.05,0,84.85,3.571,222.03841090000003,6.9079999999999995,8,3,2012
1,1494122.38,0,77.66,3.62,222.17194569999998,6.9079999999999995,8,3,2012
1,1582083.4,0,80.49,3.638,222.30548050000002,6.9079999999999995,8,3,2012
1,1661767.33,1,83.96,3.73,222.4390153,6.9079999999999995,7,3,2012
1,1517428.87,0,74.97,3.717,222.58201929999998,6.9079999999999995,9,3,2012
1,1506126.06,0,69.87,3.721,222.7818386,6.9079999999999995,9,3,2012
1,1437059.26,0,76.08,3.6660000000000004,222.9816579,6.9079999999999995,9,3,2012
1,1670785.97,0,68.55,3.617,223.1814772,6.5729999999999995,5,2,2012
1,1573072.81,0,62.99,3.6010000000000004,223.3812965,6.5729999999999995,12,4,2012
1,1508068.77,0,67.97,3.594,223.4257233,6.5729999999999995,10,4,2012
1,1493659.74,0,69.16,3.5060000000000002,223.44425130000002,6.5729999999999995,10,4,2012
2,2136989.46,0,40.19,2.572,210.75260530000003,8.324,5,2,2010
2,2137809.5,1,38.49,2.548,210.8979935,8.324,12,4,2010
2,2124451.54,0,39.69,2.5140000000000002,210.9451605,8.324,2,1,2010
2,1865097.27,0,46.1,2.5610000000000004,210.97595730000003,8.324,2,1,2010
2,1991013.13,0,47.17,2.625,211.0067542,8.324,5,2,2010
2,1990483.78,0,57.56,2.667,211.03755099999998,8.324,12,4,2010
2,1946070.88,0,54.52,2.72,210.8733316,8.324,3,1,2010
2,1750197.81,0,51.26,2.7319999999999998,210.6766095,8.324,3,1,2010
2,2066187.72,0,63.27,2.719,210.4798874,8.2,2,1,2010
2,1954689.21,0,65.41,2.77,210.2831653,8.2,9,3,2010
2,1874957.94,0,68.07,2.8080000000000003,210.1495463,8.2,4,2,2010
2,1821990.93,0,65.11,2.795,210.1000648,8.2,4,2,2010
2,1802450.29,0,66.98,2.78,210.0505833,8.2,4,2,2010
2,2042581.71,0,71.28,2.835,210.00110180000001,8.2,7,3,2010
2,1880752.36,0,73.31,2.8539999999999996,209.9984585,8.2,5,2,2010
2,1896937.1,0,74.83,2.826,210.2768443,8.2,5,2,2010
2,1957113.89,0,81.13,2.759,210.5552301,8.2,5,2,2010
2,2102539.93,0,81.81,2.705,210.833616,8.2,4,2,2010
2,2025538.76,0,83.4,2.668,211.1120018,8.2,11,4,2010
2,2001636.96,0,85.81,2.637,211.10965430000002,8.2,6,2,2010
2,1939927.09,0,86.26,2.653,210.9950134,8.2,6,2,2010
2,2003940.64,0,82.74,2.6689999999999996,210.8803726,8.099,2,1,2010
2,1880902.62,0,82.59,2.642,210.76573169999998,8.099,9,3,2010
2,1845879.79,0,85.32,2.623,210.7577954,8.099,7,3,2010
2,1781717.71,0,87.66,2.608,210.8921319,8.099,7,3,2010
2,1804246.16,0,83.49,2.64,211.0264684,8.099,7,3,2010
2,1991909.98,0,89.53,2.627,211.16080490000002,8.099,6,2,2010
2,1895601.05,0,89.05,2.6919999999999997,211.2951413,8.099,8,3,2010
2,1964335.23,0,88.7,2.6639999999999997,211.25965860000002,8.099,8,3,2010
2,1863840.49,0,87.12,2.6189999999999998,211.2241759,8.099,8,3,2010
2,1904608.09,0,81.83,2.577,211.1886931,8.099,3,1,2010
2,1839128.83,1,79.09,2.565,211.15321040000003,8.099,10,4,2010
2,1793903.6,0,82.05,2.582,211.1806415,8.099,9,3,2010
2,1724557.22,0,81.79,2.6239999999999997,211.2552578,8.099,9,3,2010
2,1827440.43,0,69.24,2.603,211.3298742,8.163,1,1,2010
2,1849921.44,0,63.19,2.633,211.4044906,8.163,8,3,2010
2,1794355.49,0,65.8,2.72,211.4713286,8.163,10,4,2010
2,1737947.64,0,68.5,2.725,211.5187208,8.163,10,4,2010
2,1802755.11,0,66.24,2.716,211.5661131,8.163,10,4,2010
2,1939061.41,0,57.85,2.6889999999999996,211.61350530000004,8.163,5,2,2010
2,1916812.74,0,59.69,2.728,211.6608975,8.163,12,4,2010
2,1956739.17,0,50.81,2.7710000000000004,211.5470304,8.163,11,4,2010
2,2658725.29,1,62.98,2.735,211.4062867,8.163,11,4,2010
2,2015781.27,0,49.33,2.708,211.265543,8.163,3,1,2010
2,2378726.55,0,45.5,2.843,211.12479930000003,8.163,10,4,2010
2,2609166.75,0,47.55,2.8689999999999998,211.06454580000002,8.163,12,4,2010
2,3436007.68,0,49.97,2.886,211.06465989999998,8.163,12,4,2010
2,1750434.55,1,47.3,2.943,211.06477400000003,8.163,12,4,2010
2,1758050.79,0,44.69,2.9760000000000004,211.06488810000002,8.027999999999999,7,3,2011
2,1744193.58,0,33.02,2.983,211.1176713,8.027999999999999,1,1,2011
2,1751384.9,0,41.4,3.016,211.48646910000002,8.027999999999999,1,1,2011
2,1695371.68,0,42.83,3.01,211.8552668,8.027999999999999,1,1,2011
2,1929346.23,0,38.25,2.989,212.22406459999996,8.027999999999999,4,2,2011
2,2168041.61,1,33.19,3.022,212.59286239999997,8.027999999999999,11,4,2011
2,2080884.82,0,57.83,3.045,212.90331150000003,8.027999999999999,2,1,2011
2,1833511.08,0,60.8,3.065,213.190421,8.027999999999999,2,1,2011
2,1981607.78,0,57.77,3.2880000000000003,213.47753050000003,8.027999999999999,4,2,2011
2,1879107.31,0,52.7,3.4589999999999996,213.7646401,8.027999999999999,11,4,2011
2,1902557.66,0,62.32,3.488,214.0156238,8.027999999999999,3,1,2011
2,1766162.05,0,69.42,3.4730000000000003,214.25215730000002,8.027999999999999,3,1,2011
2,1800171.36,0,55.43,3.5239999999999996,214.48869080000003,7.931,1,1,2011
2,1847552.61,0,67.0,3.622,214.7252242,7.931,8,3,2011
2,1856467.84,0,69.48,3.7430000000000003,214.9420631,7.931,4,2,2011
2,1886339.6,0,69.39,3.807,215.10966569999997,7.931,4,2,2011
2,1745545.28,0,69.21,3.81,215.27726830000003,7.931,4,2,2011
2,1837743.6,0,61.48,3.906,215.44487090000004,7.931,6,2,2011
2,1838513.07,0,74.61,3.8989999999999996,215.6124735,7.931,5,2,2011
2,1688281.86,0,67.14,3.907,215.38347779999998,7.931,5,2,2011
2,1797732.56,0,76.42,3.786,215.15448219999996,7.931,5,2,2011
2,1933756.21,0,83.07,3.699,214.92548650000003,7.931,3,1,2011
2,1929153.16,0,83.4,3.648,214.69649080000002,7.931,10,4,2011
2,1953771.99,0,86.53,3.637,214.6513538,7.931,6,2,2011
2,1790925.8,0,85.17,3.594,214.7441108,7.931,6,2,2011
2,1866243.0,0,85.69,3.5239999999999996,214.83686780000002,7.852,1,1,2011
2,1853161.99,0,87.7,3.48,214.9296249,7.852,8,3,2011
2,1785187.29,0,89.83,3.575,215.0134426,7.852,7,3,2011
2,1743816.41,0,89.34,3.6510000000000002,215.0749122,7.852,7,3,2011
2,1680693.06,0,90.07,3.682,215.1363819,7.852,7,3,2011
2,1876704.26,0,93.34,3.6839999999999997,215.1978515,7.852,5,2,2011
2,1812768.26,0,91.58,3.638,215.25932110000002,7.852,12,4,2011
2,1844094.59,0,89.86,3.554,215.3229307,7.852,8,3,2011
2,1821139.91,0,90.45,3.523,215.38689700000003,7.852,8,3,2011
2,1809119.7,0,89.64,3.533,215.4508632,7.852,2,1,2011
2,1748000.65,1,77.97,3.5460000000000003,215.5148295,7.852,9,3,2011
2,1691439.52,0,78.85,3.5260000000000002,215.6944378,7.852,9,3,2011
2,1669299.78,0,75.58,3.467,216.02823560000002,7.852,9,3,2011
2,1650394.44,0,78.14,3.355,216.3620333,7.852,9,3,2011
2,1837553.43,0,69.92,3.285,216.69583109999996,7.441,7,3,2011
2,1743882.19,0,71.67,3.2739999999999996,217.0048261,7.441,10,4,2011
2,1834680.25,0,64.53,3.353,217.1650042,7.441,10,4,2011
2,1769296.25,0,65.87,3.372,217.3251824,7.441,10,4,2011
2,1959707.9,0,55.53,3.332,217.48536049999998,7.441,4,2,2011
2,1920725.15,0,59.33,3.2969999999999997,217.6455387,7.441,11,4,2011
2,1902762.5,0,62.01,3.3080000000000003,217.86702180000003,7.441,11,4,2011
2,2614202.3,1,56.36,3.236,218.1130269,7.441,11,4,2011
2,1954952.0,0,48.74,3.1719999999999997,218.35903190000002,7.441,2,1,2011
2,2290549.32,0,41.76,3.158,218.605037,7.441,9,3,2011
2,2432736.52,0,50.13,3.159,218.82179280000003,7.441,12,4,2011
2,3224369.8,0,46.66,3.112,218.9995495,7.441,12,4,2011
2,1874226.52,1,44.57,3.1289999999999996,219.1773063,7.441,12,4,2011
2,1799520.14,0,46.75,3.157,219.355063,7.057,6,2,2012
2,1744725.48,0,45.99,3.261,219.53281980000003,7.057,1,1,2012
2,1711769.11,0,51.7,3.2680000000000002,219.6258417,7.057,1,1,2012
2,1660906.14,0,50.5,3.29,219.7188636,7.057,1,1,2012
2,1935299.94,0,55.21,3.36,219.81188540000002,7.057,3,1,2012
2,2103322.68,1,46.98,3.409,219.90490730000002,7.057,10,4,2012
2,2196688.46,0,43.82,3.51,220.06519930000002,7.057,2,1,2012
2,1861802.7,0,54.63,3.555,220.27594399999998,7.057,2,1,2012
2,1952555.66,0,58.79,3.63,220.4866886,7.057,2,1,2012
2,1937628.26,0,57.11,3.6689999999999996,220.6974332,7.057,9,3,2012
2,1976082.13,0,63.68,3.734,220.84984680000002,7.057,3,1,2012
2,1790439.16,0,64.01,3.787,220.9244858,7.057,3,1,2012
2,1857480.84,0,66.83,3.845,220.9991248,7.057,3,1,2012
2,2129035.91,0,68.43,3.891,221.07376380000002,6.891,6,2,2012
2,1935869.1,0,68.08,3.891,221.14840279999999,6.891,4,2,2012
2,1847344.45,0,65.69,3.877,221.2021074,6.891,4,2,2012
2,1764133.09,0,67.2,3.8139999999999996,221.25581200000002,6.891,4,2,2012
2,1923957.09,0,76.73,3.7489999999999997,221.30951659999997,6.891,4,2,2012
2,1917520.99,0,73.87,3.688,221.36322119999997,6.891,11,4,2012
2,2000940.67,0,71.27,3.63,221.380331,6.891,5,2,2012
2,1912791.09,0,78.19,3.5610000000000004,221.3828029,6.891,5,2,2012
2,1910092.37,0,78.38,3.5010000000000003,221.38527480000002,6.891,1,1,2012
2,2010216.49,0,78.69,3.452,221.38774669999998,6.891,8,3,2012
2,1962924.3,0,80.56,3.3930000000000002,221.4009901,6.891,6,2,2012
2,1887733.21,0,81.04,3.346,221.4411622,6.891,6,2,2012
2,1881046.12,0,86.32,3.286,221.48133430000004,6.891,6,2,2012
2,2041507.4,0,84.2,3.227,221.52150640000002,6.565,6,2,2012
2,1830075.13,0,80.17,3.2560000000000002,221.5616784,6.565,7,3,2012
2,1819666.46,0,83.23,3.3110000000000004,221.5701123,6.565,7,3,2012
2,1757923.88,0,86.37,3.407,221.5785461,6.565,7,3,2012
2,1946104.64,0,90.22,3.417,221.58697990000002,6.565,3,1,2012
2,1866719.96,0,88.55,3.4939999999999998,221.59541380000002,6.565,10,4,2012
2,1928016.01,0,84.79,3.571,221.67514590000002,6.565,8,3,2012
2,1876788.15,0,76.91,3.62,221.80835180000003,6.565,8,3,2012
2,1947083.3,0,82.64,3.638,221.94155759999998,6.565,8,3,2012
2,1898777.07,1,87.65,3.73,222.0747635,6.565,7,3,2012
2,1814806.63,0,75.88,3.717,222.2174395,6.565,9,3,2012
2,1829415.67,0,71.09,3.721,222.41693619999998,6.565,9,3,2012
2,1746470.56,0,79.45,3.6660000000000004,222.61643289999998,6.565,9,3,2012
2,1998321.04,0,70.27,3.617,222.8159296,6.17,5,2,2012
2,1900745.13,0,60.97,3.6010000000000004,223.01542630000003,6.17,12,4,2012
2,1847990.41,0,68.08,3.594,223.0598077,6.17,10,4,2012
2,1834458.35,0,69.79,3.5060000000000002,223.0783366,6.17,10,4,2012
3,461622.22,0,45.71,2.572,214.4248812,7.367999999999999,5,2,2010
3,420728.96,1,47.93,2.548,214.57479159999997,7.367999999999999,12,4,2010
3,421642.19,0,47.07,2.5140000000000002,214.61988680000002,7.367999999999999,2,1,2010
3,407204.86,0,52.05,2.5610000000000004,214.6475127,7.367999999999999,2,1,2010
3,415202.04,0,53.04,2.625,214.6751386,7.367999999999999,5,2,2010
3,384200.69,0,63.08,2.667,214.70276459999997,7.367999999999999,12,4,2010
3,375328.59,0,60.42,2.72,214.5301219,7.367999999999999,3,1,2010
3,359949.27,0,57.06,2.7319999999999998,214.3241011,7.367999999999999,3,1,2010
3,423294.4,0,65.56,2.719,214.11808030000003,7.343,2,1,2010
3,415870.28,0,68.0,2.77,213.91205950000003,7.343,9,3,2010
3,354993.26,0,66.98,2.8080000000000003,213.7726889,7.343,4,2,2010
3,339976.65,0,67.87,2.795,213.72218519999998,7.343,4,2,2010
3,361248.39,0,70.24,2.78,213.6716815,7.343,4,2,2010
3,399323.86,0,73.47,2.835,213.6211778,7.343,7,3,2010
3,384357.94,0,77.18,2.8539999999999996,213.6196139,7.343,5,2,2010
3,343763.17,0,75.81,2.826,213.9116886,7.343,5,2,2010
3,350089.23,0,78.6,2.759,214.2037634,7.343,5,2,2010
3,396968.8,0,78.53,2.705,214.49583819999998,7.343,4,2,2010
3,355017.09,0,82.1,2.668,214.78791299999997,7.343,11,4,2010
3,364076.85,0,83.52,2.637,214.78582590000002,7.343,6,2,2010
3,357346.48,0,83.79,2.653,214.6660741,7.343,6,2,2010
3,381151.72,0,82.2,2.6689999999999996,214.54632220000002,7.346,2,1,2010
3,349214.18,0,81.75,2.642,214.4265704,7.346,9,3,2010
3,352728.78,0,84.32,2.623,214.41764759999998,7.346,7,3,2010
3,352864.49,0,83.32,2.608,214.55649680000005,7.346,7,3,2010
3,347955.05,0,82.04,2.64,214.695346,7.346,7,3,2010
3,402635.76,0,85.13,2.627,214.8341952,7.346,6,2,2010
3,339597.38,0,86.74,2.6919999999999997,214.97304440000002,7.346,8,3,2010
3,351728.21,0,88.02,2.6639999999999997,214.9314191,7.346,8,3,2010
3,362134.09,0,86.15,2.6189999999999998,214.8897938,7.346,8,3,2010
3,366473.97,0,84.16,2.577,214.8481685,7.346,3,1,2010
3,352260.97,1,80.84,2.565,214.8065431,7.346,10,4,2010
3,363064.64,0,82.36,2.582,214.83224840000003,7.346,9,3,2010
3,355626.87,0,76.9,2.6239999999999997,214.90845159999998,7.346,9,3,2010
3,358784.1,0,73.6,2.603,214.9846548,7.564,1,1,2010
3,395107.35,0,66.99,2.633,215.060858,7.564,8,3,2010
3,345584.39,0,69.71,2.72,215.1293114,7.564,10,4,2010
3,348895.98,0,71.64,2.725,215.17838999999998,7.564,10,4,2010
3,348591.74,0,72.04,2.716,215.22746859999998,7.564,10,4,2010
3,423175.56,0,62.94,2.6889999999999996,215.2765472,7.564,5,2,2010
3,386635.03,0,62.79,2.728,215.32562579999998,7.564,12,4,2010
3,372545.32,0,57.72,2.7710000000000004,215.2074519,7.564,11,4,2010
3,565567.84,1,68.71,2.735,215.06140249999999,7.564,11,4,2010
3,476420.77,0,53.76,2.708,214.9153531,7.564,3,1,2010
3,467642.03,0,51.13,2.843,214.7693037,7.564,10,4,2010
3,498159.39,0,52.2,2.8689999999999998,214.704919,7.564,12,4,2010
3,605990.41,0,57.16,2.886,214.70178280000002,7.564,12,4,2010
3,382677.76,1,53.2,2.943,214.6986466,7.564,12,4,2010
3,378241.34,0,53.35,2.9760000000000004,214.69551040000002,7.551,7,3,2011
3,381061.1,0,44.76,2.983,214.74707290000003,7.551,1,1,2011
3,350876.7,0,50.74,3.016,215.1268275,7.551,1,1,2011
3,364866.24,0,48.71,3.01,215.5065821,7.551,1,1,2011
3,438516.53,0,45.95,2.989,215.88633670000002,7.551,4,2,2011
3,430526.21,1,43.57,3.022,216.26609130000003,7.551,11,4,2011
3,432782.1,0,61.58,3.045,216.5843571,7.551,2,1,2011
3,397211.19,0,67.4,3.065,216.8780275,7.551,2,1,2011
3,437084.51,0,65.11,3.2880000000000003,217.17169790000003,7.551,4,2,2011
3,404753.3,0,61.29,3.4589999999999996,217.46536830000002,7.551,11,4,2011
3,392109.51,0,69.47,3.488,217.72352259999997,7.551,3,1,2011
3,380683.67,0,72.94,3.4730000000000003,217.96747050000002,7.551,3,1,2011
3,374556.08,0,68.76,3.5239999999999996,218.21141839999999,7.574,1,1,2011
3,384075.31,0,72.55,3.622,218.4553663,7.574,8,3,2011
3,366250.69,0,75.88,3.7430000000000003,218.6788642,7.574,4,2,2011
3,391860.04,0,76.91,3.807,218.851237,7.574,4,2,2011
3,367405.4,0,78.69,3.81,219.0236099,7.574,4,2,2011
3,413042.12,0,69.45,3.906,219.1959827,7.574,6,2,2011
3,386312.68,0,79.87,3.8989999999999996,219.36835559999997,7.574,5,2,2011
3,364603.13,0,75.79,3.907,219.127216,7.574,5,2,2011
3,369350.6,0,84.41,3.786,218.8860765,7.574,5,2,2011
3,394507.84,0,84.29,3.699,218.6449369,7.574,3,1,2011
3,391638.75,0,84.84,3.648,218.4037974,7.574,10,4,2011
3,403423.34,0,86.96,3.637,218.35517480000001,7.574,6,2,2011
3,385520.71,0,84.94,3.594,218.45094,7.574,6,2,2011
3,368962.72,0,85.1,3.5239999999999996,218.54670519999996,7.567,1,1,2011
3,395146.24,0,85.38,3.48,218.64247039999998,7.567,8,3,2011
3,373454.33,0,87.14,3.575,218.7275216,7.567,7,3,2011
